Timestamp,Timestamp_Float,Poll_Count,Event_Type,Visibility,Media_State,Notes
2025-11-10 20:30:32.953,1762824632.953,0,INITIAL_STATE,False,OBS_MEDIA_STATE_PAUSED,Monitoring started
