Timestamp,Timestamp_Float,Poll_Count,Event_Type,Visibility,Media_State,Notes
2025-11-10 20:32:18.333,1762824738.333,0,INITIAL_STATE,False,OBS_MEDIA_STATE_PAUSED,Monitoring started
